[[9, [6, 2, 6, 8, 6, 8, 8, 2, 6, 4, 4, 8, 8, 8, 2, 8, 2, 8, 2, 2, 4, 4, 2, 6, 4, 6]], 0.05068803200000001]
[[6, [2, 6, 2, 8, 6, 4, 6, 8, 4, 4, 6, 6, 8, 8, 8, 2, 4, 4, 8, 2, 4, 4, 2, 4, 6, 4]], 0.021392787200000003]
[[13, [8, 4, 6, 4, 6, 6, 8, 6, 8, 2, 2, 6, 6, 6, 4, 2, 4, 6, 4, 8, 8, 8, 4, 2, 6, 8]], 0.08454083840000001]
[[8, [8, 6, 6, 4, 8, 4, 4, 2, 4, 4, 4, 4, 8, 2, 2, 4, 8, 6, 8, 6, 8, 8, 2, 8, 8, 8]], 0.026484646400000002]
[[2, [6, 2, 8, 4, 6, 6, 8, 6, 8, 6, 2, 6, 8, 6, 6, 8, 6, 6, 2, 6, 6, 4, 2, 6, 4, 2]], 0.007352288]
[[6, [6, 2, 8, 8, 2, 2, 8, 4, 4, 2, 4, 2, 2, 4, 8, 6, 6, 8, 8, 4, 6, 4, 6, 6, 4, 2]], 0.0157168064]
[[13, [2, 4, 6, 4, 6, 2, 4, 4, 8, 2, 2, 8, 2, 8, 4, 2, 2, 6, 2, 6, 6, 2, 6, 8, 4, 6]], 0.0780075072]
[[2, [6, 2, 8, 2, 8, 6, 6, 4, 6, 8, 6, 6, 4, 2, 4, 8, 8, 6, 2, 6, 8, 6, 2, 8, 6, 2]], 0.0068230848]
[[6, [8, 6, 8, 2, 6, 8, 2, 8, 8, 6, 2, 6, 2, 4, 4, 8, 6, 6, 8, 6, 4, 4, 2, 4, 6, 2]], 0.024563968000000002]
[[3, [2, 2, 6, 6, 6, 4, 6, 8, 8, 4, 2, 8, 4, 2, 6, 8, 2, 4, 8, 2, 2, 2, 8, 6, 4, 6]], 0.0103234752]
[[4, [6, 2, 4, 8, 4, 6, 4, 4, 2, 4, 2, 8, 8, 4, 2, 2, 8, 8, 2, 2, 6, 6, 8, 4, 4, 6]], 0.0135771584]
[[9, [2, 2, 8, 4, 6, 8, 4, 4, 2, 2, 2, 4, 2, 2, 8, 6, 8, 4, 8, 4, 2, 8, 4, 6, 2, 2]], 0.033304992000000005]
[[11, [8, 6, 4, 8, 2, 8, 6, 8, 2, 4, 8, 8, 6, 2, 6, 2, 6, 2, 8, 2, 2, 4, 8, 8, 8, 6]], 0.0413592064]
[[13, [6, 8, 6, 4, 6, 2, 8, 2, 6, 6, 2, 4, 6, 6, 6, 6, 6, 8, 2, 2, 4, 2, 6, 2, 8, 8]], 0.076950496]
[[10, [6, 8, 8, 4, 2, 6, 8, 2, 2, 6, 4, 8, 2, 8, 8, 8, 8, 2, 4, 8, 2, 4, 8, 8, 8, 8]], 0.0541788608]
[[0, [4, 6, 8, 8, 4, 4, 2, 6, 6, 2, 2, 8, 4, 2, 2, 4, 8, 4, 2, 4, 2, 4, 6, 2, 6, 2]], 0.0031460352000000002]
[[13, [4, 6, 4, 2, 2, 6, 4, 2, 4, 2, 2, 8, 8, 6, 6, 2, 2, 4, 4, 8, 6, 4, 4, 4, 6, 2]], 0.06089972480000001]
[[9, [2, 6, 4, 4, 8, 2, 4, 6, 2, 8, 8, 4, 4, 6, 8, 2, 6, 6, 4, 6, 4, 4, 8, 6, 6, 6]], 0.037542995200000005]
[[13, [6, 6, 4, 2, 8, 4, 4, 6, 2, 4, 2, 2, 6, 6, 8, 8, 6, 8, 6, 4, 2, 2, 2, 6, 2, 6]], 0.07920192640000001]
[[4, [8, 4, 4, 6, 4, 2, 6, 8, 4, 8, 6, 6, 8, 2, 6, 8, 2, 4, 6, 2, 6, 4, 6, 6, 4, 2]], 0.013140096]
[[8, [6, 2, 8, 6, 2, 6, 8, 6, 8, 6, 2, 6, 6, 6, 6, 8, 6, 6, 6, 6, 2, 2, 2, 6, 4, 2]], 0.039141395200000005]
[[4, [6, 8, 2, 4, 4, 6, 4, 4, 4, 4, 2, 2, 4, 4, 2, 8, 2, 2, 2, 6, 6, 6, 8, 4, 4, 8]], 0.013900832]
[[4, [6, 4, 4, 8, 4, 6, 4, 8, 2, 4, 2, 8, 8, 4, 2, 2, 8, 6, 2, 2, 2, 6, 8, 4, 8, 6]], 0.015379808]
[[4, [6, 8, 2, 4, 4, 6, 4, 4, 4, 4, 2, 2, 4, 6, 2, 8, 2, 2, 2, 6, 6, 4, 8, 4, 4, 8]], 0.013900832]
[[4, [6, 4, 2, 4, 4, 6, 8, 4, 4, 4, 2, 6, 8, 6, 2, 8, 2, 8, 6, 6, 6, 4, 8, 4, 4, 8]], 0.0131077952]
[[4, [6, 8, 2, 6, 4, 6, 4, 6, 4, 4, 2, 2, 4, 6, 2, 2, 2, 2, 2, 2, 6, 4, 8, 4, 6, 8]], 0.0150411584]
[[4, [6, 8, 4, 4, 4, 6, 4, 6, 4, 4, 2, 2, 4, 6, 2, 8, 2, 2, 2, 6, 6, 4, 2, 4, 2, 8]], 0.0148710848]
[[4, [6, 4, 8, 4, 2, 8, 4, 4, 4, 4, 6, 2, 4, 4, 2, 8, 2, 6, 2, 6, 6, 4, 8, 4, 4, 2]], 0.014649081599999999]
[[12, [6, 6, 2, 4, 2, 2, 4, 6, 4, 4, 2, 2, 4, 6, 2, 2, 6, 2, 2, 2, 6, 2, 8, 4, 6, 8]], 0.04073183360000001]
[[1, [6, 8, 4, 6, 4, 4, 4, 4, 2, 4, 6, 2, 8, 4, 2, 8, 2, 2, 2, 6, 6, 6, 8, 4, 4, 8]], 0.006374112]
[[11, [6, 6, 4, 6, 4, 2, 4, 4, 2, 4, 6, 2, 2, 4, 2, 8, 2, 2, 2, 4, 6, 6, 2, 4, 4, 6]], 0.04534386560000001]
[[10, [6, 4, 2, 4, 6, 6, 8, 8, 4, 4, 8, 6, 8, 6, 2, 8, 2, 8, 6, 6, 6, 4, 8, 4, 6, 8]], 0.05425403520000001]
[[4, [2, 4, 2, 6, 4, 6, 8, 4, 4, 6, 4, 6, 8, 6, 8, 2, 2, 8, 6, 6, 4, 4, 8, 4, 4, 8]], 0.01319216]
[[10, [6, 8, 2, 4, 6, 6, 4, 8, 4, 6, 2, 8, 2, 4, 2, 8, 6, 2, 6, 8, 6, 4, 8, 4, 6, 2]], 0.0504784704]
[[10, [6, 8, 2, 4, 6, 6, 8, 8, 4, 4, 8, 6, 6, 6, 6, 2, 2, 6, 6, 6, 6, 4, 8, 2, 6, 8]], 0.04683582080000001]
[[9, [4, 8, 4, 6, 4, 4, 4, 4, 2, 4, 8, 2, 8, 8, 6, 8, 2, 8, 2, 6, 6, 6, 8, 4, 4, 6]], 0.0460855168]
[[4, [6, 4, 2, 4, 4, 6, 8, 4, 4, 2, 2, 6, 8, 6, 2, 8, 2, 8, 6, 6, 6, 4, 8, 8, 4, 4]], 0.0131077952]
[[4, [4, 8, 4, 4, 6, 6, 4, 4, 2, 4, 2, 8, 4, 6, 2, 2, 2, 2, 8, 6, 4, 4, 8, 6, 6, 6]], 0.014264281600000001]
[[4, [6, 4, 6, 2, 4, 6, 2, 4, 4, 2, 2, 2, 4, 6, 2, 8, 8, 2, 8, 6, 6, 4, 8, 4, 2, 8]], 0.012745196799999999]
[[2, [6, 6, 2, 4, 4, 4, 4, 4, 2, 4, 2, 2, 4, 6, 2, 8, 2, 2, 4, 6, 6, 4, 8, 6, 4, 8]], 0.007435705599999999]
[[3, [6, 2, 2, 4, 4, 6, 8, 4, 8, 4, 2, 8, 4, 6, 2, 8, 2, 2, 2, 2, 6, 8, 8, 4, 4, 8]], 0.0103525184]
[[8, [6, 4, 2, 4, 4, 8, 2, 4, 4, 6, 2, 6, 8, 6, 4, 8, 6, 2, 6, 6, 6, 4, 8, 8, 4, 4]], 0.0379935552]
[[10, [6, 4, 2, 4, 6, 4, 8, 2, 6, 6, 8, 2, 8, 6, 2, 8, 2, 8, 6, 6, 4, 4, 8, 4, 6, 8]], 0.050542188800000006]
[[7, [2, 2, 2, 4, 4, 6, 4, 4, 2, 4, 4, 2, 4, 6, 2, 8, 2, 2, 4, 2, 2, 4, 8, 4, 4, 8]], 0.023288544]
[[1, [6, 6, 6, 6, 4, 4, 4, 4, 2, 4, 2, 2, 8, 4, 6, 8, 2, 2, 4, 6, 8, 6, 4, 4, 4, 8]], 0.0057937088]
[[1, [6, 6, 6, 6, 4, 4, 6, 4, 2, 4, 2, 2, 8, 4, 6, 8, 2, 2, 4, 4, 4, 2, 8, 4, 4, 8]], 0.0057937088]
[[10, [6, 4, 2, 4, 2, 2, 8, 8, 4, 4, 8, 6, 8, 2, 2, 4, 6, 8, 6, 6, 6, 4, 8, 4, 6, 8]], 0.04318300800000001]
[[2, [6, 6, 2, 4, 6, 4, 2, 8, 6, 4, 8, 6, 8, 4, 4, 8, 2, 8, 6, 6, 6, 4, 8, 4, 6, 8]], 0.007435705599999999]
[[10, [6, 4, 6, 4, 2, 6, 2, 8, 4, 4, 4, 6, 8, 6, 2, 4, 2, 2, 8, 4, 6, 4, 8, 4, 2, 8]], 0.040858323200000005]
[[2, [2, 6, 2, 6, 4, 4, 6, 4, 2, 8, 2, 2, 8, 4, 6, 8, 2, 2, 2, 6, 8, 6, 4, 8, 4, 8]], 0.0075200704]
[[4, [6, 8, 4, 4, 6, 6, 4, 4, 4, 4, 2, 2, 8, 6, 8, 8, 2, 2, 2, 6, 6, 2, 8, 4, 8, 4]], 0.0144867008]
[[4, [6, 8, 2, 8, 4, 6, 4, 2, 4, 4, 2, 2, 4, 6, 4, 2, 2, 2, 2, 6, 6, 8, 8, 8, 6, 2]], 0.014348115199999999]
[[4, [2, 8, 2, 4, 4, 8, 4, 6, 4, 4, 2, 4, 4, 6, 6, 2, 2, 2, 2, 2, 8, 4, 8, 4, 6, 6]], 0.015125523200000001]
[[13, [6, 6, 6, 6, 4, 4, 4, 4, 8, 4, 8, 2, 8, 4, 6, 4, 2, 2, 4, 4, 2, 6, 6, 4, 6, 8]], 0.0746510272]
[[1, [6, 6, 6, 6, 6, 4, 6, 4, 2, 4, 6, 2, 8, 6, 6, 8, 2, 2, 4, 4, 2, 2, 4, 4, 4, 8]], 0.0057937088]
[[11, [6, 6, 2, 4, 4, 6, 4, 4, 4, 4, 2, 2, 2, 6, 2, 2, 2, 2, 8, 6, 6, 4, 8, 4, 4, 8]], 0.042399392000000015]
[[3, [6, 6, 6, 6, 6, 8, 6, 4, 2, 4, 6, 4, 8, 2, 6, 8, 4, 2, 4, 4, 2, 2, 6, 6, 4, 8]], 0.0140459328]
[[5, [6, 4, 2, 4, 6, 6, 8, 8, 4, 6, 4, 6, 8, 6, 2, 6, 2, 6, 6, 4, 6, 4, 8, 4, 6, 2]], 0.018901715200000002]
[[3, [6, 6, 6, 6, 6, 8, 6, 4, 4, 4, 6, 8, 8, 4, 6, 8, 4, 2, 4, 2, 2, 4, 6, 6, 8, 8]], 0.0140459328]
[[10, [6, 4, 2, 4, 6, 2, 2, 4, 4, 4, 2, 2, 8, 6, 2, 2, 2, 8, 6, 6, 6, 4, 8, 4, 8, 8]], 0.041404268800000005]
[[3, [6, 6, 6, 6, 6, 8, 6, 8, 6, 8, 6, 8, 8, 2, 6, 8, 4, 2, 6, 2, 2, 4, 6, 6, 8, 6]], 0.0140459328]
[[8, [6, 2, 6, 2, 6, 2, 8, 8, 4, 6, 4, 8, 6, 6, 2, 6, 2, 6, 8, 6, 6, 4, 8, 4, 6, 2]], 0.0352894784]
[[8, [6, 4, 4, 4, 6, 6, 8, 8, 4, 4, 8, 6, 8, 2, 4, 8, 2, 8, 4, 2, 6, 4, 8, 2, 6, 8]], 0.034045766400000003]
[[10, [6, 8, 2, 4, 6, 2, 8, 8, 4, 4, 4, 6, 8, 6, 2, 8, 2, 2, 6, 6, 6, 4, 8, 4, 6, 8]], 0.0466038848]
[[2, [6, 4, 2, 6, 6, 4, 8, 8, 4, 6, 6, 6, 8, 4, 4, 4, 2, 6, 6, 4, 6, 4, 4, 4, 4, 2]], 0.0073845056]
[[10, [6, 4, 4, 4, 6, 6, 8, 8, 4, 4, 8, 6, 6, 2, 6, 2, 2, 8, 4, 2, 6, 4, 8, 2, 6, 8]], 0.03946288]
[[3, [6, 6, 6, 6, 6, 4, 6, 4, 4, 8, 6, 8, 6, 4, 6, 8, 4, 4, 8, 2, 2, 4, 6, 6, 8, 6]], 0.01192912]
[[10, [6, 4, 2, 4, 2, 2, 8, 8, 4, 4, 4, 2, 8, 4, 2, 8, 2, 8, 6, 6, 6, 4, 8, 4, 6, 2]], 0.04715392640000001]
