[[9, [6, 2, 6, 8, 6, 8, 8, 2, 6, 4, 4, 8, 8, 8, 2, 8, 2, 8, 2, 2, 4, 4, 2, 6, 4, 6]], 0.9689928889274597]
[[6, [2, 6, 2, 8, 6, 4, 6, 8, 4, 4, 6, 6, 8, 8, 8, 2, 4, 4, 8, 2, 4, 4, 2, 4, 6, 4]], 0.9125081896781921]
[[13, [8, 4, 6, 4, 6, 6, 8, 6, 8, 2, 2, 6, 6, 6, 4, 2, 4, 6, 4, 8, 8, 8, 4, 2, 6, 8]], 0.9672135710716248]
[[8, [8, 6, 6, 4, 8, 4, 4, 2, 4, 4, 4, 4, 8, 2, 2, 4, 8, 6, 8, 6, 8, 8, 2, 8, 8, 8]], 0.9713060259819031]
[[2, [6, 2, 8, 4, 6, 6, 8, 6, 8, 6, 2, 6, 8, 6, 6, 8, 6, 6, 2, 6, 6, 4, 2, 6, 4, 2]], 0.7822655439376831]
[[6, [6, 2, 8, 8, 2, 2, 8, 4, 4, 2, 4, 2, 2, 4, 8, 6, 6, 8, 8, 4, 6, 4, 6, 6, 4, 2]], 0.9747684001922607]
[[13, [2, 4, 6, 4, 6, 2, 4, 4, 8, 2, 2, 8, 2, 8, 4, 2, 2, 6, 2, 6, 6, 2, 6, 8, 4, 6]], 0.9697754383087158]
[[2, [6, 2, 8, 2, 8, 6, 6, 4, 6, 8, 6, 6, 4, 2, 4, 8, 8, 6, 2, 6, 8, 6, 2, 8, 6, 2]], 0.9138115644454956]
[[6, [8, 6, 8, 2, 6, 8, 2, 8, 8, 6, 2, 6, 2, 4, 4, 8, 6, 6, 8, 6, 4, 4, 2, 4, 6, 2]], 0.9497432708740234]
[[3, [2, 2, 6, 6, 6, 4, 6, 8, 8, 4, 2, 8, 4, 2, 6, 8, 2, 4, 8, 2, 2, 2, 8, 6, 4, 6]], 0.8750791549682617]
[[4, [6, 2, 4, 8, 4, 6, 4, 4, 2, 4, 2, 8, 8, 4, 2, 2, 8, 8, 2, 2, 6, 6, 8, 4, 4, 6]], 0.8151518106460571]
[[9, [2, 2, 8, 4, 6, 8, 4, 4, 2, 2, 2, 4, 2, 2, 8, 6, 8, 4, 8, 4, 2, 8, 4, 6, 2, 2]], 0.9690166711807251]
[[11, [8, 6, 4, 8, 2, 8, 6, 8, 2, 4, 8, 8, 6, 2, 6, 2, 6, 2, 8, 2, 2, 4, 8, 8, 8, 6]], 0.9693995714187622]
[[13, [6, 8, 6, 4, 6, 2, 8, 2, 6, 6, 2, 4, 6, 6, 6, 6, 6, 8, 2, 2, 4, 2, 6, 2, 8, 8]], 0.9706935882568359]
[[10, [6, 8, 8, 4, 2, 6, 8, 2, 2, 6, 4, 8, 2, 8, 8, 8, 8, 2, 4, 8, 2, 4, 8, 8, 8, 8]], 0.9648441076278687]
[[0, [4, 6, 8, 8, 4, 4, 2, 6, 6, 2, 2, 8, 4, 2, 2, 4, 8, 4, 2, 4, 2, 4, 6, 2, 6, 2]], 0.77983558177948]
[[13, [4, 6, 4, 2, 2, 6, 4, 2, 4, 2, 2, 8, 8, 6, 6, 2, 2, 4, 4, 8, 6, 4, 4, 4, 6, 2]], 0.9744455218315125]
[[9, [2, 6, 4, 4, 8, 2, 4, 6, 2, 8, 8, 4, 4, 6, 8, 2, 6, 6, 4, 6, 4, 4, 8, 6, 6, 6]], 0.963719367980957]
