[[13, [2, 4, 2, 6, 8, 8, 4, 8, 8, 2, 6, 6, 8, 2, 2, 4, 8, 8, 8, 6, 2, 4, 4, 2, 6, 2, 6, 8, 4, 2, 2, 8, 4, 4, 8, 8, 4, 2, 4, 2, 4, 6, 6, 4, 8, 8, 4, 8, 4, 8, 4, 2]], 0.926546573638916]
[[15, [4, 2, 8, 2, 2, 8, 8, 2, 2, 6, 6, 2, 6, 2, 6, 2, 8, 8, 8, 4, 2, 2, 8, 8, 6, 2, 8, 8, 2, 8, 8, 2, 4, 8, 6, 6, 8, 8, 4, 8, 8, 4, 4, 6, 8, 8, 4, 6, 4, 4, 8, 8]], 0.9345459938049316]
[[6, [6, 6, 6, 2, 2, 2, 8, 4, 8, 8, 4, 8, 6, 4, 6, 4, 6, 8, 4, 2, 2, 8, 2, 2, 4, 6, 4, 8, 4, 2, 8, 2, 4, 4, 4, 6, 8, 4, 6, 4, 2, 2, 6, 4, 6, 8, 6, 8, 4, 2, 8, 8]], 0.9218815565109253]
[[1, [6, 4, 6, 4, 4, 4, 2, 2, 2, 4, 4, 4, 6, 6, 6, 4, 6, 2, 8, 2, 8, 2, 6, 2, 2, 4, 6, 8, 6, 6, 4, 4, 8, 4, 2, 6, 8, 8, 2, 4, 2, 8, 8, 6, 4, 8, 2, 2, 8, 2, 2, 4]], 0.8056149482727051]
[[15, [2, 2, 8, 8, 2, 4, 8, 6, 2, 4, 2, 6, 2, 2, 2, 4, 4, 4, 6, 6, 8, 2, 6, 4, 2, 2, 2, 8, 6, 4, 6, 2, 6, 6, 4, 6, 8, 2, 6, 8, 6, 2, 6, 4, 4, 4, 4, 8, 4, 8, 6, 8]], 0.9325975179672241]
[[12, [2, 2, 6, 4, 6, 8, 2, 6, 6, 4, 8, 6, 2, 8, 6, 4, 2, 2, 6, 8, 4, 2, 4, 8, 2, 6, 4, 2, 6, 8, 4, 6, 8, 8, 6, 4, 4, 8, 8, 4, 4, 2, 4, 4, 8, 2, 4, 6, 4, 4, 2, 8]], 0.8370499610900879]
[[9, [6, 6, 6, 2, 8, 6, 6, 8, 4, 6, 2, 4, 8, 6, 6, 4, 4, 8, 6, 8, 8, 8, 2, 4, 6, 4, 6, 6, 6, 2, 2, 4, 8, 8, 4, 6, 8, 4, 6, 4, 8, 2, 2, 4, 4, 2, 8, 2, 6, 2, 6, 8]], 0.8546980619430542]
[[10, [4, 4, 8, 6, 4, 4, 2, 8, 8, 8, 8, 8, 8, 8, 2, 4, 4, 4, 8, 4, 6, 6, 6, 4, 8, 4, 6, 2, 2, 4, 2, 2, 8, 4, 2, 6, 8, 8, 8, 2, 8, 4, 6, 4, 6, 6, 4, 4, 4, 2, 4, 2]], 0.8425442576408386]
[[4, [8, 6, 6, 2, 4, 2, 4, 6, 8, 4, 8, 4, 2, 8, 6, 8, 6, 4, 4, 2, 6, 6, 8, 6, 2, 6, 4, 2, 8, 6, 2, 8, 6, 8, 2, 6, 4, 4, 8, 6, 8, 6, 4, 6, 6, 4, 8, 6, 4, 2, 2, 4]], 0.9173316955566406]
[[12, [2, 2, 8, 4, 2, 6, 2, 4, 6, 4, 6, 8, 4, 2, 6, 4, 4, 2, 6, 2, 4, 8, 2, 2, 6, 6, 2, 4, 2, 2, 6, 6, 2, 8, 4, 8, 6, 8, 6, 8, 8, 8, 4, 6, 2, 8, 8, 8, 4, 6, 4, 8]], 0.9383179545402527]
