[[13, [2, 4, 2, 6, 8, 8, 4, 8, 8, 2, 6, 6, 8, 2, 2, 4, 8, 8, 8, 6, 2, 4, 4, 2, 6, 2, 6, 8, 4, 2, 2, 8, 4, 4, 8, 8, 4, 2, 4, 2, 4, 6, 6, 4, 8, 8, 4, 8, 4, 8, 4, 2]], 0.2637999951839447]
[[15, [4, 2, 8, 2, 2, 8, 8, 2, 2, 6, 6, 2, 6, 2, 6, 2, 8, 8, 8, 4, 2, 2, 8, 8, 6, 2, 8, 8, 2, 8, 8, 2, 4, 8, 6, 6, 8, 8, 4, 8, 8, 4, 4, 6, 8, 8, 4, 6, 4, 4, 8, 8]], 0.04529999941587448]
[[6, [6, 6, 6, 2, 2, 2, 8, 4, 8, 8, 4, 8, 6, 4, 6, 4, 6, 8, 4, 2, 2, 8, 2, 2, 4, 6, 4, 8, 4, 2, 8, 2, 4, 4, 4, 6, 8, 4, 6, 4, 2, 2, 6, 4, 6, 8, 6, 8, 4, 2, 8, 8]], 0.7468999624252319]
[[1, [6, 4, 6, 4, 4, 4, 2, 2, 2, 4, 4, 4, 6, 6, 6, 4, 6, 2, 8, 2, 8, 2, 6, 2, 2, 4, 6, 8, 6, 6, 4, 4, 8, 4, 2, 6, 8, 8, 2, 4, 2, 8, 8, 6, 4, 8, 2, 2, 8, 2, 2, 4]], 0.776199996471405]
[[15, [2, 2, 8, 8, 2, 4, 8, 6, 2, 4, 2, 6, 2, 2, 2, 4, 4, 4, 6, 6, 8, 2, 6, 4, 2, 2, 2, 8, 6, 4, 6, 2, 6, 6, 4, 6, 8, 2, 6, 8, 6, 2, 6, 4, 4, 4, 4, 8, 4, 8, 6, 8]], 0.052799999713897705]
[[12, [2, 2, 6, 4, 6, 8, 2, 6, 6, 4, 8, 6, 2, 8, 6, 4, 2, 2, 6, 8, 4, 2, 4, 8, 2, 6, 4, 2, 6, 8, 4, 6, 8, 8, 6, 4, 4, 8, 8, 4, 4, 2, 4, 4, 8, 2, 4, 6, 4, 4, 2, 8]], 0.5041999816894531]
[[9, [6, 6, 6, 2, 8, 6, 6, 8, 4, 6, 2, 4, 8, 6, 6, 4, 4, 8, 6, 8, 8, 8, 2, 4, 6, 4, 6, 6, 6, 2, 2, 4, 8, 8, 4, 6, 8, 4, 6, 4, 8, 2, 2, 4, 4, 2, 8, 2, 6, 2, 6, 8]], 0.7267000079154968]
[[10, [4, 4, 8, 6, 4, 4, 2, 8, 8, 8, 8, 8, 8, 8, 2, 4, 4, 4, 8, 4, 6, 6, 6, 4, 8, 4, 6, 2, 2, 4, 2, 2, 8, 4, 2, 6, 8, 8, 8, 2, 8, 4, 6, 4, 6, 6, 4, 4, 4, 2, 4, 2]], 0.7015999555587769]
[[4, [8, 6, 6, 2, 4, 2, 4, 6, 8, 4, 8, 4, 2, 8, 6, 8, 6, 4, 4, 2, 6, 6, 8, 6, 2, 6, 4, 2, 8, 6, 2, 8, 6, 8, 2, 6, 4, 4, 8, 6, 8, 6, 4, 6, 6, 4, 8, 6, 4, 2, 2, 4]], 0.7531999945640564]
[[12, [2, 2, 8, 4, 2, 6, 2, 4, 6, 4, 6, 8, 4, 2, 6, 4, 4, 2, 6, 2, 4, 8, 2, 2, 6, 6, 2, 4, 2, 2, 6, 6, 2, 8, 4, 8, 6, 8, 6, 8, 8, 8, 4, 6, 2, 8, 8, 8, 4, 6, 4, 8]], 0.032099999487400055]
[[5, [4, 8, 6, 4, 8, 2, 8, 6, 4, 6, 4, 2, 8, 6, 8, 4, 4, 4, 4, 6, 4, 6, 2, 4, 6, 6, 8, 4, 8, 6, 4, 6, 4, 6, 8, 2, 6, 6, 4, 4, 8, 6, 8, 4, 2, 8, 2, 8, 8, 2, 2, 8]], 0.7573999762535095]
[[5, [2, 4, 8, 8, 6, 4, 6, 2, 6, 2, 8, 8, 6, 2, 8, 2, 4, 6, 6, 6, 4, 6, 4, 4, 4, 4, 2, 6, 2, 6, 4, 4, 2, 8, 8, 8, 6, 6, 2, 4, 8, 4, 8, 2, 2, 6, 2, 6, 4, 6, 4, 8]], 0.7484999895095825]
[[9, [6, 6, 2, 4, 4, 2, 4, 4, 8, 8, 4, 6, 6, 4, 2, 8, 2, 2, 8, 6, 2, 2, 2, 6, 8, 6, 6, 2, 4, 6, 8, 4, 8, 6, 8, 8, 6, 2, 6, 6, 6, 6, 4, 4, 8, 2, 4, 8, 2, 6, 4, 4]], 0.7321999669075012]
[[6, [8, 4, 2, 6, 8, 4, 2, 8, 8, 6, 6, 8, 2, 4, 6, 4, 4, 8, 4, 2, 2, 6, 2, 6, 4, 4, 4, 2, 2, 4, 6, 4, 4, 4, 8, 6, 2, 6, 2, 8, 4, 2, 6, 8, 8, 8, 8, 4, 2, 2, 6, 2]], 0.7358999848365784]
[[8, [2, 4, 8, 6, 8, 8, 8, 8, 8, 2, 6, 2, 4, 2, 2, 6, 2, 2, 4, 8, 8, 2, 4, 2, 2, 8, 8, 8, 6, 8, 4, 4, 8, 2, 2, 8, 4, 6, 8, 8, 6, 4, 8, 4, 2, 6, 6, 2, 2, 6, 2, 6]], 0.15689998865127563]
[[3, [8, 4, 8, 6, 6, 8, 4, 4, 2, 4, 2, 6, 4, 6, 2, 2, 4, 8, 8, 6, 4, 4, 4, 8, 4, 6, 2, 8, 8, 6, 2, 2, 4, 4, 8, 4, 4, 4, 8, 8, 8, 8, 6, 4, 8, 8, 2, 4, 2, 8, 6, 8]], 0.7537999749183655]
[[15, [8, 2, 2, 4, 8, 2, 6, 8, 4, 8, 6, 6, 4, 6, 2, 4, 6, 4, 4, 2, 8, 8, 6, 4, 2, 4, 4, 4, 2, 6, 2, 2, 2, 4, 8, 2, 4, 8, 4, 6, 2, 8, 6, 2, 8, 4, 6, 8, 4, 8, 6, 6]], 0.10459999740123749]
[[6, [4, 2, 6, 4, 8, 2, 2, 6, 8, 8, 2, 2, 2, 6, 6, 6, 2, 8, 8, 4, 4, 8, 4, 4, 2, 8, 4, 8, 8, 6, 6, 8, 4, 2, 4, 6, 6, 4, 8, 4, 6, 2, 2, 6, 2, 6, 8, 6, 4, 2, 2, 2]], 0.7418999671936035]
[[8, [8, 8, 6, 2, 8, 8, 2, 2, 4, 6, 2, 6, 6, 2, 4, 6, 4, 2, 4, 6, 8, 6, 2, 4, 6, 6, 8, 6, 2, 4, 2, 6, 2, 4, 8, 4, 6, 4, 4, 2, 6, 2, 6, 8, 2, 2, 4, 6, 8, 6, 4, 2]], 0.046299997717142105]
[[12, [4, 2, 8, 8, 2, 4, 8, 2, 6, 4, 2, 8, 6, 8, 6, 8, 4, 6, 4, 6, 2, 8, 8, 2, 8, 6, 4, 6, 2, 2, 6, 6, 4, 6, 8, 6, 6, 2, 2, 8, 2, 6, 6, 4, 4, 4, 2, 8, 8, 2, 2, 2]], 0.5065999627113342]
[[5, [4, 8, 6, 4, 2, 2, 8, 6, 4, 8, 4, 2, 8, 6, 8, 4, 6, 8, 4, 8, 4, 6, 2, 4, 6, 6, 8, 4, 8, 6, 4, 6, 4, 6, 8, 6, 6, 6, 4, 8, 8, 6, 8, 8, 4, 8, 2, 8, 8, 2, 2, 8]], 0.7605999708175659]
[[4, [4, 6, 6, 6, 2, 2, 2, 6, 6, 8, 4, 2, 8, 6, 8, 4, 4, 4, 8, 2, 4, 6, 2, 4, 6, 2, 8, 4, 8, 6, 8, 6, 4, 6, 8, 6, 6, 8, 4, 8, 4, 6, 6, 8, 4, 8, 4, 8, 4, 2, 2, 8]], 0.7608000040054321]
[[5, [6, 8, 6, 4, 8, 2, 8, 6, 4, 2, 6, 2, 4, 8, 8, 8, 4, 4, 4, 4, 4, 6, 2, 4, 6, 6, 8, 4, 8, 6, 4, 6, 4, 6, 8, 2, 6, 6, 2, 4, 8, 6, 8, 4, 2, 8, 4, 8, 6, 8, 4, 8]], 0.7461999654769897]
[[15, [4, 8, 6, 8, 8, 2, 6, 2, 4, 2, 2, 2, 8, 6, 8, 4, 4, 6, 4, 8, 4, 6, 2, 4, 6, 6, 2, 4, 4, 6, 4, 6, 4, 6, 6, 6, 6, 6, 4, 6, 2, 6, 8, 4, 2, 4, 2, 8, 8, 2, 2, 8]], 0.035599999129772186]
[[5, [4, 2, 6, 4, 4, 2, 4, 6, 8, 6, 4, 8, 8, 2, 6, 6, 4, 4, 6, 6, 4, 6, 8, 4, 6, 6, 8, 4, 8, 6, 4, 2, 4, 6, 8, 2, 6, 6, 4, 4, 8, 6, 8, 8, 2, 2, 2, 8, 8, 8, 2, 8]], 0.7445999979972839]
[[4, [8, 6, 4, 2, 4, 2, 4, 6, 8, 4, 8, 8, 2, 8, 6, 8, 6, 8, 4, 2, 6, 6, 8, 6, 2, 6, 8, 2, 8, 6, 6, 8, 6, 8, 2, 6, 4, 4, 8, 6, 8, 6, 4, 6, 6, 4, 6, 6, 4, 2, 8, 4]], 0.7601000070571899]
[[0, [8, 6, 6, 2, 8, 2, 4, 6, 8, 4, 8, 4, 6, 8, 6, 6, 6, 4, 4, 2, 6, 6, 8, 6, 2, 6, 6, 2, 8, 6, 2, 4, 6, 2, 2, 8, 4, 4, 8, 6, 8, 6, 4, 6, 6, 4, 2, 6, 4, 2, 2, 4]], 0.7628999948501587]
[[12, [2, 4, 8, 6, 2, 8, 4, 4, 2, 4, 2, 4, 2, 6, 2, 2, 4, 8, 8, 2, 4, 2, 4, 6, 4, 6, 2, 8, 8, 6, 2, 2, 2, 4, 8, 4, 4, 4, 8, 8, 8, 8, 6, 4, 6, 4, 2, 6, 4, 8, 2, 8]], 0.6639999747276306]
[[14, [6, 8, 6, 4, 2, 2, 8, 8, 4, 2, 6, 2, 4, 8, 8, 6, 2, 6, 4, 4, 4, 6, 2, 4, 6, 6, 8, 4, 8, 6, 6, 6, 4, 6, 8, 8, 2, 6, 2, 4, 8, 6, 2, 4, 8, 8, 4, 4, 6, 8, 4, 8]], 0.6586999893188477]
[[4, [8, 6, 2, 2, 8, 6, 4, 6, 6, 4, 6, 4, 4, 4, 6, 8, 6, 4, 4, 6, 6, 4, 2, 6, 2, 6, 4, 2, 2, 6, 4, 8, 6, 8, 2, 6, 4, 6, 8, 4, 8, 6, 4, 6, 6, 4, 8, 6, 4, 2, 2, 4]], 0.7556999921798706]
[[4, [2, 6, 4, 2, 4, 2, 4, 6, 8, 4, 8, 8, 2, 8, 6, 8, 6, 2, 4, 2, 6, 6, 2, 8, 2, 6, 8, 2, 8, 6, 6, 8, 6, 4, 2, 6, 6, 2, 2, 6, 2, 8, 4, 6, 2, 4, 8, 6, 4, 6, 8, 6]], 0.7504000067710876]
[[2, [2, 6, 4, 2, 4, 2, 4, 6, 8, 4, 8, 8, 2, 8, 6, 8, 6, 2, 4, 2, 6, 6, 8, 8, 2, 4, 8, 4, 8, 6, 6, 8, 6, 4, 2, 6, 6, 2, 4, 6, 2, 8, 4, 6, 6, 4, 8, 6, 4, 6, 4, 6]], 0.7608999609947205]
[[14, [4, 2, 6, 2, 4, 2, 4, 8, 4, 4, 8, 6, 2, 8, 6, 8, 6, 4, 4, 2, 8, 6, 4, 6, 4, 6, 6, 2, 4, 6, 2, 8, 6, 4, 2, 4, 4, 4, 8, 6, 2, 8, 4, 6, 6, 4, 8, 6, 4, 2, 2, 4]], 0.5339999794960022]
[[5, [8, 6, 6, 2, 4, 2, 2, 6, 8, 4, 4, 4, 4, 8, 6, 8, 6, 4, 4, 2, 6, 6, 6, 6, 2, 6, 4, 2, 8, 6, 2, 6, 6, 8, 8, 6, 8, 4, 8, 6, 8, 6, 4, 6, 6, 4, 8, 8, 4, 2, 2, 4]], 0.758899986743927]
[[4, [8, 4, 6, 2, 6, 2, 6, 2, 8, 4, 8, 6, 2, 8, 6, 4, 6, 4, 4, 2, 6, 6, 8, 6, 2, 6, 4, 2, 8, 6, 4, 8, 8, 8, 2, 6, 4, 4, 8, 2, 8, 6, 8, 6, 6, 4, 6, 6, 4, 2, 2, 4]], 0.7407999634742737]
[[4, [6, 4, 2, 4, 4, 2, 4, 6, 4, 4, 4, 4, 4, 8, 4, 2, 6, 4, 4, 6, 6, 6, 8, 6, 2, 6, 4, 2, 8, 6, 2, 8, 6, 8, 2, 6, 4, 4, 8, 6, 2, 6, 4, 6, 6, 4, 6, 6, 4, 2, 2, 4]], 0.7574999928474426]
[[4, [4, 6, 2, 2, 2, 2, 4, 6, 8, 6, 8, 4, 2, 2, 6, 8, 6, 4, 8, 2, 6, 6, 8, 2, 2, 6, 4, 2, 8, 6, 2, 8, 6, 2, 6, 6, 4, 4, 8, 4, 8, 6, 6, 2, 6, 4, 8, 2, 4, 2, 2, 4]], 0.09319999814033508]
